map_id,map_path,time_index,group,score_0_100,mean_r,mean_abs_r,n_features,features
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,language,60.43978344536029,0.2087956689072059,0.2075659539211653,5,"language, speech, semantic, comprehension, sentence"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,action,56.04033348152529,0.12080666963050579,0.12063705567436527,5,"action, motor, movement, hand, execution"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,attention,54.67654675705712,0.09353093514114234,0.1763706210596533,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,memory,48.41938986342601,-0.031612202731479806,0.1369807608650406,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,social,47.42037354846093,-0.05159252903078139,0.19111283205943214,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,reward,42.9045686884565,-0.14190862623087003,0.20315824183203293,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,emotion,41.70872157764841,-0.16582556844703175,0.16511216102413806,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,aversion,39.150267004006636,-0.21699465991986722,0.21465385718252292,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,language,60.43978344536029,0.2087956689072059,0.2075659539211653,5,"language, speech, semantic, comprehension, sentence"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,action,56.04033348152529,0.12080666963050579,0.12063705567436527,5,"action, motor, movement, hand, execution"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,attention,54.67654675705712,0.09353093514114234,0.1763706210596533,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,memory,48.41938986342601,-0.031612202731479806,0.1369807608650406,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,social,47.42037354846093,-0.05159252903078139,0.19111283205943214,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,reward,42.9045686884565,-0.14190862623087003,0.20315824183203293,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,emotion,41.70872157764841,-0.16582556844703175,0.16511216102413806,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,aversion,39.150267004006636,-0.21699465991986722,0.21465385718252292,6,"fear, anxiety, pain, disgust, negative, aversive"
